Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27,Arena,Attend.,Attend./G,Year,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Unnamed: 32,Att.,Md..2
21.0,Miami Heat,28.5,37.0,45.0,33.0,49.0,-2.6,-0.32,-2.92,103.9,106.7,-2.8,90.9,0.306,0.262,0.54,,0.5,14.5,23.2,0.227,,0.505,14.2,73.4,0.213,,AmericanAirlines Arena,808223.0,19713.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Brooklyn Nets*,28.6,38.0,44.0,33.0,49.0,-2.88,-0.25,-3.13,104.4,107.4,-3.0,92.7,0.267,0.24,0.529,,0.491,13.0,23.9,0.2,,0.506,12.9,73.7,0.185,,Barclays Center,698529.0,17037.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Charlotte Hornets,26.0,33.0,49.0,32.0,50.0,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,0.269,0.226,0.498,,0.456,11.2,22.1,0.202,,0.487,12.0,79.3,0.188,,Time Warner Cable Arena,704886.0,17192.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Denver Nuggets,26.4,30.0,52.0,31.0,51.0,-3.55,0.48,-3.07,104.5,108.2,-3.7,96.1,0.278,0.284,0.518,,0.479,12.7,26.6,0.204,,0.504,13.0,74.7,0.239,,Pepsi Center,602707.0,14700.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Sacramento Kings,26.0,29.0,53.0,31.0,51.0,-3.71,0.64,-3.07,105.3,109.2,-3.9,95.4,0.363,0.204,0.542,,0.49,14.8,26.5,0.276,,0.507,11.8,75.2,0.2,,Sleep Train Arena,680049.0,16587.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Orlando Magic,24.3,25.0,57.0,25.0,57.0,-5.72,-0.15,-5.87,101.6,107.7,-6.1,93.8,0.23,0.235,0.524,,0.494,14.0,23.1,0.168,,0.514,13.6,76.0,0.21,,Amway Center,688194.0,16785.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Los Angeles Lakers,27.0,21.0,61.0,23.0,59.0,-6.84,0.67,-6.17,103.4,110.6,-7.2,94.0,0.276,0.22,0.513,,0.473,12.1,25.4,0.204,,0.518,12.1,76.3,0.231,,STAPLES Center,768244.0,18738.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Minnesota Timberwolves,24.4,16.0,66.0,19.0,63.0,-8.79,0.79,-8.0,102.9,112.2,-9.3,94.4,0.309,0.179,0.517,,0.468,13.7,26.6,0.24,,0.537,13.9,71.6,0.187,,Target Center,595652.0,14416.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Philadelphia 76ers,23.2,18.0,64.0,18.0,64.0,-8.98,-0.07,-9.04,95.5,104.8,-9.3,95.7,0.288,0.319,0.494,,0.459,16.0,25.5,0.195,,0.497,15.2,73.0,0.225,,Wells Fargo Center,571572.0,13941.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,New York Knicks,26.9,17.0,65.0,17.0,65.0,-9.32,-0.18,-9.5,99.9,110.0,-10.1,91.2,0.234,0.24,0.508,,0.47,14.0,24.5,0.18,,0.512,13.3,73.1,0.234,,Madison Square Garden (IV),812292.0,19812.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,26.8,,,41.0,41.0,0.0,0.0,0.0,105.6,105.6,,93.9,0.273,0.268,0.534,,0.496,13.3,25.1,0.205,,0.496,13.3,74.9,0.205,,,729877.0,17814.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Chicago Bulls*,27.1,50.0,16.0,51.0,15.0,8.18,-0.76,7.43,107.4,98.3,9.1,89.1,0.255,0.205,0.523,,0.49,13.2,32.6,0.184,,0.45,12.8,74.3,0.175,,United Center,731326.0,22161.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,San Antonio Spurs*,27.5,50.0,16.0,48.0,18.0,7.17,0.11,7.28,110.9,103.2,7.7,92.9,0.261,0.257,0.562,,0.528,12.8,25.1,0.195,,0.489,12.9,76.0,0.168,,AT&T Center,607095.0,18397.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Oklahoma City Thunder*,25.1,47.0,19.0,46.0,20.0,6.12,0.32,6.44,109.8,103.2,6.6,93.0,0.334,0.252,0.567,,0.516,15.3,27.8,0.269,,0.465,13.0,72.1,0.207,,Chesapeake Energy Arena,600699.0,18203.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Miami Heat*,28.3,46.0,20.0,47.0,19.0,5.98,-0.27,5.72,106.6,100.2,6.4,91.2,0.307,0.198,0.549,,0.505,14.5,26.6,0.238,,0.479,15.8,73.9,0.2,,AmericanAirlines Arena,657855.0,19935.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Philadelphia 76ers*,24.9,35.0,31.0,43.0,23.0,4.24,-0.65,3.59,103.9,99.2,4.7,89.7,0.217,0.175,0.511,,0.48,10.9,24.4,0.161,,0.46,13.5,75.2,0.192,,Wells Fargo Center,577597.0,17503.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Atlanta Hawks*,27.9,40.0,26.0,41.0,25.0,3.44,-0.77,2.67,104.9,101.2,3.7,90.2,0.259,0.249,0.535,,0.5,13.4,23.9,0.192,,0.48,14.4,74.4,0.186,,Philips Arena,501593.0,15200.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Indiana Pacers*,26.3,42.0,24.0,41.0,25.0,3.3,-0.71,2.6,106.7,103.1,3.6,90.7,0.321,0.198,0.526,,0.474,13.1,29.2,0.251,,0.476,14.1,72.3,0.222,,Bankers Life Fieldhouse,467561.0,14169.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,New York Knicks*,26.3,36.0,30.0,41.0,25.0,3.2,-0.81,2.39,104.4,101.0,3.4,93.2,0.306,0.288,0.533,,0.492,14.9,26.6,0.227,,0.485,15.9,73.7,0.224,,Madison Square Garden (IV),652179.0,19763.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Denver Nuggets*,26.6,38.0,28.0,39.0,27.0,2.88,0.29,3.16,109.2,106.2,3.0,94.2,0.326,0.243,0.556,,0.516,14.1,27.7,0.239,,0.508,14.3,74.3,0.185,,Pepsi Center,561966.0,17029.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Boston Celtics*,29.3,39.0,27.0,39.0,27.0,2.52,-0.26,2.26,101.0,98.2,2.8,90.4,0.257,0.194,0.535,,0.496,14.7,19.7,0.2,,0.452,14.9,72.4,0.216,,TD Garden,614592.0,18624.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Los Angeles Clippers*,27.3,40.0,26.0,39.0,27.0,2.56,0.26,2.82,108.5,105.7,2.8,89.2,0.287,0.269,0.533,,0.502,12.7,29.5,0.195,,0.492,14.2,73.2,0.245,,STAPLES Center,634237.0,19219.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Memphis Grizzlies*,25.6,41.0,25.0,38.0,28.0,2.02,0.42,2.43,104.0,101.8,2.2,90.8,0.277,0.157,0.515,,0.473,13.6,29.8,0.211,,0.485,16.3,72.7,0.227,,FedEx Forum,518446.0,15710.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Los Angeles Lakers*,29.7,41.0,25.0,36.0,30.0,1.42,0.54,1.96,106.0,104.4,1.6,90.5,0.299,0.209,0.534,,0.491,14.2,29.1,0.226,,0.476,10.7,74.8,0.158,,STAPLES Center,626901.0,18997.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Dallas Mavericks*,31.3,36.0,30.0,35.0,31.0,0.95,0.83,1.78,103.3,102.3,1.0,91.4,0.246,0.271,0.527,,0.489,13.4,23.4,0.19,,0.479,13.9,74.8,0.203,,American Airlines Center,671050.0,20335.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Orlando Magic*,27.5,37.0,29.0,35.0,31.0,0.79,-0.33,0.46,105.0,104.1,0.9,89.0,0.292,0.346,0.533,,0.506,14.5,26.5,0.193,,0.488,12.9,75.5,0.19,,Amway Center,623587.0,18897.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Utah Jazz*,25.6,36.0,30.0,34.0,32.0,0.62,0.3,0.92,106.8,106.1,0.7,91.4,0.302,0.153,0.525,,0.481,13.0,30.2,0.227,,0.493,13.8,73.8,0.245,,EnergySolutions Arena,637124.0,19307.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Milwaukee Bucks,26.2,31.0,35.0,34.0,32.0,0.27,-0.5,-0.23,105.5,105.2,0.3,93.7,0.25,0.224,0.521,,0.481,12.9,27.7,0.194,,0.489,14.6,70.9,0.217,,Bradley Center,485717.0,14719.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Houston Rockets,26.2,34.0,32.0,34.0,32.0,0.23,0.35,0.57,105.5,105.2,0.3,91.7,0.235,0.24,0.529,,0.492,13.5,27.5,0.184,,0.49,13.8,73.4,0.21,,Toyota Center,506994.0,15363.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Phoenix Suns,28.9,33.0,33.0,32.0,34.0,-0.24,0.53,0.29,106.2,106.5,-0.3,92.6,0.257,0.238,0.536,,0.499,13.3,25.8,0.194,,0.491,13.1,71.7,0.2,,US Airways Center,514718.0,15598.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Portland Trail Blazers,27.5,28.0,38.0,32.0,34.0,-0.62,0.41,-0.22,105.7,106.4,-0.7,91.2,0.263,0.255,0.531,,0.488,13.4,26.3,0.209,,0.504,14.1,72.8,0.199,,Rose Garden Arena,676384.0,20496.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Minnesota Timberwolves,24.4,26.0,40.0,28.0,38.0,-2.2,0.37,-1.83,104.3,106.6,-2.3,93.3,0.306,0.262,0.524,,0.477,14.0,27.5,0.236,,0.491,12.2,73.0,0.187,,Target Center,577197.0,17491.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Golden State Warriors,25.3,23.0,43.0,25.0,41.0,-3.41,0.62,-2.79,105.4,109.1,-3.7,92.3,0.227,0.248,0.539,,0.505,13.3,22.9,0.175,,0.496,13.6,69.1,0.237,,Oracle Arena,622311.0,18858.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Toronto Raptors,25.7,23.0,43.0,25.0,41.0,-3.3,-0.36,-3.67,100.8,104.5,-3.7,89.3,0.274,0.209,0.518,,0.475,14.8,25.9,0.211,,0.475,12.8,75.4,0.26,,Air Canada Centre,555584.0,16836.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,New Orleans Hornets,25.5,21.0,45.0,24.0,42.0,-3.76,0.65,-3.11,100.9,105.1,-4.2,88.3,0.274,0.152,0.517,,0.476,15.2,27.5,0.207,,0.485,13.5,73.1,0.218,,New Orleans Arena,498618.0,15110.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Washington Wizards,24.2,20.0,46.0,22.0,44.0,-4.8,-0.34,-5.14,101.0,106.2,-5.2,92.5,0.253,0.196,0.508,,0.472,14.2,27.3,0.184,,0.492,14.2,70.9,0.229,,Verizon Center,552038.0,16728.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Detroit Pistons,26.3,25.0,41.0,22.0,44.0,-4.79,-0.4,-5.19,101.0,106.3,-5.3,89.2,0.279,0.175,0.51,,0.468,15.0,28.1,0.21,,0.5,14.2,72.8,0.226,,The Palace of Auburn Hills,475638.0,14413.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Sacramento Kings,24.3,22.0,44.0,21.0,45.0,-5.68,0.73,-4.95,103.8,109.8,-6.0,94.7,0.268,0.228,0.51,,0.472,13.0,29.1,0.197,,0.515,13.9,70.5,0.199,,Power Balance Pavilion,478764.0,14508.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,New Jersey Nets,26.1,22.0,44.0,19.0,47.0,-5.98,-0.39,-6.37,102.9,109.6,-6.7,90.1,0.269,0.278,0.516,,0.473,14.3,27.8,0.209,,0.513,13.7,70.7,0.209,,Prudential Center,460719.0,13961.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Cleveland Cavaliers,26.0,21.0,45.0,17.0,49.0,-7.2,-0.14,-7.34,101.1,108.9,-7.8,91.3,0.307,0.238,0.505,,0.463,14.3,28.9,0.22,,0.508,13.1,72.2,0.202,,Quicken Loans Arena,525577.0,15927.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Charlotte Bobcats,24.5,7.0,59.0,7.0,59.0,-13.91,-0.05,-13.96,95.2,110.4,-15.2,91.1,0.276,0.169,0.483,,0.439,13.9,23.6,0.206,,0.512,12.8,70.9,0.206,,Time Warner Cable Arena,486984.0,14757.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,26.7,,,33.0,33.0,0.0,0.0,0.0,104.6,104.6,,91.3,0.276,0.226,0.527,,0.487,13.8,27.0,0.208,,0.487,13.8,73.0,0.208,,,570035.0,17274.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,San Antonio Spurs*,30.4,58.0,24.0,64.0,18.0,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,,0.521,13.6,24.2,0.235,,0.471,14.0,75.7,0.201,,AT&T Center,764823.0,18654.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Dallas Mavericks*,28.1,67.0,15.0,61.0,21.0,7.22,0.06,7.28,111.3,103.2,8.1,89.5,0.317,0.218,0.559,,0.509,13.4,28.7,0.256,,0.477,14.2,75.0,0.265,,American Airlines Center,834411.0,20351.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Phoenix Suns*,27.6,61.0,21.0,59.0,23.0,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,,0.551,13.4,22.7,0.215,,0.492,13.6,71.9,0.206,,US Airways Center,755302.0,18422.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Chicago Bulls*,26.0,49.0,33.0,55.0,27.0,5.01,-0.49,4.52,104.9,99.6,5.3,93.6,0.313,0.186,0.534,,0.493,14.7,28.6,0.229,,0.473,16.2,74.3,0.252,,United Center,912364.0,22253.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Houston Rockets*,28.2,52.0,30.0,55.0,27.0,4.85,0.19,5.04,106.0,100.7,5.3,90.7,0.292,0.29,0.54,,0.499,13.6,25.7,0.22,,0.466,13.6,77.0,0.23,,Toyota Center,678362.0,16545.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Detroit Pistons*,29.0,53.0,29.0,53.0,29.0,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,,0.488,12.0,28.3,0.237,,0.477,14.3,70.9,0.234,,The Palace of Auburn Hills,905116.0,22076.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Cleveland Cavaliers*,26.9,50.0,32.0,52.0,30.0,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.211,0.522,,0.484,13.4,29.7,0.223,,0.48,14.7,75.8,0.243,,Quicken Loans Arena,837883.0,20436.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Utah Jazz*,25.9,51.0,31.0,49.0,33.0,2.87,0.2,3.06,110.1,107.0,3.1,91.6,0.38,0.163,0.551,,0.502,14.5,31.7,0.283,,0.496,14.4,75.1,0.314,,EnergySolutions Arena,802214.0,19566.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Denver Nuggets*,26.5,45.0,37.0,45.0,37.0,1.62,0.07,1.69,107.6,105.9,1.7,97.4,0.36,0.212,0.548,,0.501,14.6,28.9,0.268,,0.499,14.5,71.8,0.203,,Pepsi Center,706437.0,17230.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Toronto Raptors*,26.0,47.0,35.0,44.0,38.0,0.99,-0.38,0.61,107.0,106.0,1.0,92.6,0.303,0.224,0.55,,0.504,13.0,22.2,0.239,,0.503,14.3,74.5,0.219,,Air Canada Centre,748603.0,18259.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Orlando Magic*,25.6,40.0,42.0,43.0,39.0,0.78,-0.43,0.35,104.9,104.1,0.8,89.9,0.393,0.158,0.544,,0.5,16.3,29.3,0.276,,0.48,14.6,73.7,0.286,,Amway Arena,700887.0,17095.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Los Angeles Lakers*,25.3,42.0,40.0,41.0,41.0,-0.07,0.32,0.24,108.6,108.6,0.0,93.5,0.333,0.259,0.554,,0.511,14.3,26.1,0.249,,0.5,13.5,72.3,0.262,,STAPLES Center,778415.0,18986.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Golden State Warriors*,24.6,42.0,40.0,40.0,42.0,-0.34,0.34,0.0,107.0,107.4,-0.4,99.2,0.3,0.279,0.548,,0.512,14.1,25.6,0.215,,0.506,16.1,69.6,0.264,,Oracle Arena,742267.0,18104.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Washington Wizards*,26.8,41.0,41.0,40.0,42.0,-0.51,-0.28,-0.8,110.1,110.6,-0.5,94.1,0.356,0.237,0.542,,0.491,12.6,28.1,0.272,,0.517,14.4,71.0,0.249,,Verizon Center,753283.0,18373.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Los Angeles Clippers,27.5,40.0,42.0,40.0,42.0,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,0.355,0.143,0.537,,0.481,14.5,27.2,0.28,,0.488,13.3,74.7,0.249,,STAPLES Center,755261.0,18421.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,New Jersey Nets*,28.2,41.0,41.0,39.0,43.0,-0.77,-0.23,-1.0,105.7,106.6,-0.9,91.4,0.338,0.263,0.546,,0.504,14.2,24.6,0.245,,0.49,13.7,74.4,0.266,,Continental Airlines Arena,693955.0,16926.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Miami Heat*,29.3,44.0,38.0,38.0,44.0,-0.91,-0.29,-1.21,104.3,105.3,-1.0,89.9,0.321,0.245,0.541,,0.506,14.3,24.9,0.222,,0.485,13.8,73.3,0.232,,AmericanAirlines Arena,808541.0,19721.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,New Orleans/Oklahoma City Hornets,26.4,39.0,43.0,36.0,46.0,-1.57,0.38,-1.19,104.8,106.5,-1.7,90.2,0.291,0.188,0.52,,0.479,13.6,29.1,0.215,,0.499,13.2,74.7,0.212,,Ford Center,731165.0,17954.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Sacramento Kings,27.3,33.0,49.0,36.0,46.0,-1.8,0.46,-1.35,106.2,108.0,-1.8,94.8,0.379,0.232,0.545,,0.491,13.5,23.1,0.289,,0.513,14.9,72.5,0.24,,ARCO Arena (II),709997.0,17317.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Indiana Pacers,27.2,35.0,47.0,34.0,48.0,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,0.324,0.212,0.523,,0.474,15.1,28.4,0.246,,0.491,14.8,72.7,0.271,,Conseco Fieldhouse,629750.0,15360.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Seattle SuperSonics,25.9,31.0,51.0,33.0,49.0,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,0.288,0.219,0.544,,0.499,14.5,27.8,0.228,,0.515,14.1,70.9,0.243,,KeyArena at Seattle Center,654163.0,15955.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,New York Knicks,25.4,33.0,49.0,33.0,49.0,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,0.377,0.216,0.539,,0.494,15.9,31.0,0.27,,0.504,13.0,74.0,0.246,,Madison Square Garden (IV),770617.0,18796.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Philadelphia 76ers,26.2,35.0,47.0,32.0,50.0,-3.02,-0.23,-3.26,103.6,106.9,-3.3,90.7,0.333,0.128,0.53,,0.48,14.6,27.2,0.255,,0.501,14.7,70.8,0.221,,Wachovia Center,608603.0,14844.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Boston Celtics,23.5,24.0,58.0,31.0,51.0,-3.41,-0.29,-3.7,103.2,106.9,-3.7,92.0,0.337,0.199,0.53,,0.479,15.4,27.0,0.259,,0.502,14.5,73.8,0.28,,TD Banknorth Garden,690576.0,16843.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Minnesota Timberwolves,27.7,32.0,50.0,30.0,52.0,-3.67,0.51,-3.16,103.9,107.9,-4.0,91.0,0.291,0.167,0.537,,0.49,14.8,25.1,0.231,,0.498,13.3,72.1,0.226,,Target Center,655947.0,15999.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Charlotte Bobcats,25.5,33.0,49.0,30.0,52.0,-3.74,-0.22,-3.97,103.6,107.6,-4.0,92.0,0.322,0.193,0.524,,0.48,13.9,26.4,0.236,,0.5,14.7,71.6,0.279,,Charlotte Bobcats Arena,637520.0,15549.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Milwaukee Bucks,26.0,28.0,54.0,29.0,53.0,-4.38,-0.06,-4.43,107.0,111.7,-4.7,92.3,0.286,0.219,0.541,,0.504,14.1,27.6,0.209,,0.522,14.5,68.1,0.234,,Bradley Center,663629.0,16186.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Portland Trail Blazers,24.4,32.0,50.0,29.0,53.0,-4.29,0.51,-3.78,105.1,109.9,-4.8,88.3,0.314,0.193,0.53,,0.483,14.5,28.2,0.241,,0.508,13.5,73.0,0.267,,Rose Garden Arena,670778.0,16360.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Atlanta Hawks,24.1,30.0,52.0,27.0,55.0,-4.76,-0.1,-4.86,103.0,108.3,-5.3,90.0,0.346,0.163,0.523,,0.471,15.1,29.2,0.263,,0.503,14.5,70.9,0.268,,Philips Arena,639375.0,15595.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Memphis Grizzlies,26.2,22.0,60.0,27.0,55.0,-5.15,0.71,-4.44,106.9,112.3,-5.4,93.6,0.374,0.211,0.555,,0.504,15.2,25.9,0.285,,0.529,14.0,71.1,0.237,,FedEx Forum,600836.0,14655.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,26.7,,,41.0,41.0,0.0,0.0,0.0,106.5,106.5,,91.9,0.327,0.213,0.541,,0.496,14.2,27.1,0.246,,0.496,14.2,72.9,0.246,,,728036.0,17760.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,San Antonio Spurs*,29.5,58.0,24.0,63.0,19.0,7.76,0.16,7.92,106.6,98.0,8.6,89.6,0.374,0.175,0.541,,0.496,13.6,27.1,0.267,,0.444,12.9,73.7,0.182,,Alamodome,913176.0,22273.0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Sacramento Kings*,27.1,55.0,27.0,57.0,25.0,5.82,0.25,6.07,105.6,99.6,6.0,94.4,0.298,0.194,0.529,,0.484,13.4,27.2,0.23,,0.46,14.5,70.7,0.181,,ARCO Arena (II),709997.0,17317.0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Utah Jazz*,32.0,53.0,29.0,55.0,27.0,4.7,0.31,5.0,107.6,102.4,5.2,89.8,0.363,0.135,0.546,,0.497,15.1,30.2,0.273,,0.473,15.6,73.2,0.301,,Delta Center,792196.0,19322.0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Philadelphia 76ers*,28.2,56.0,26.0,54.0,28.0,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.351,0.124,0.518,,0.468,14.7,31.2,0.262,,0.46,14.5,72.5,0.186,,First Union Center,805692.0,19651.0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Portland Trail Blazers*,30.1,50.0,32.0,53.0,29.0,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.296,0.165,0.539,,0.497,14.8,30.0,0.225,,0.47,14.3,72.4,0.223,,Rose Garden Arena,831376.0,20277.0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Dallas Mavericks*,26.6,53.0,29.0,53.0,29.0,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.291,0.202,0.544,,0.498,13.1,24.1,0.231,,0.467,14.2,70.7,0.244,,Reunion Arena,680238.0,16591.0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Milwaukee Bucks*,28.2,52.0,30.0,52.0,30.0,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,,0.499,12.8,28.1,0.217,,0.473,14.4,71.1,0.253,,Bradley Center,683125.0,16662.0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Los Angeles Lakers*,29.2,56.0,26.0,51.0,31.0,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,,0.498,13.3,31.1,0.238,,0.468,12.2,72.5,0.234,,STAPLES Center,776336.0,18935.0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,New York Knicks*,29.8,48.0,34.0,50.0,32.0,2.63,-0.65,1.98,101.2,98.2,3.0,86.7,0.279,0.18,0.523,,0.476,14.6,24.2,0.222,,0.453,14.7,74.3,0.24,,Madison Square Garden (IV),810283.0,19763.0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
