Rk,Team,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Year,Unnamed: 32,Att.,Md..2
10.0,Houston Rockets,82,19980,0.464,11.6,,0.85,0.306,0.142,0.135,0.267,0.15,,0.482,0.595,0.443,0.411,0.411,0.36,,0.544,0.819,,0.051,312,,0.224,827.0,,0.206,0.401,2002,,,
11.0,Indiana Pacers*,82,19905,0.438,12.1,,0.824,0.258,0.192,0.146,0.227,0.176,,0.457,0.598,0.401,0.376,0.396,0.348,,0.555,0.842,,0.043,264,,0.203,749.0,,0.243,0.316,2002,,,
12.0,Los Angeles Clippers,82,19805,0.448,11.7,,0.833,0.281,0.167,0.18,0.205,0.167,,0.466,0.621,0.368,0.379,0.411,0.355,,0.571,0.823,,0.05,312,,0.211,817.0,,0.195,0.332,2002,,,
13.0,Los Angeles Lakers*,82,19780,0.424,12.4,,0.814,0.263,0.152,0.166,0.233,0.186,,0.448,0.626,0.333,0.378,0.373,0.317,,0.532,0.82,,0.048,304,,0.19,728.0,,0.194,0.369,2002,,,
14.0,Memphis Grizzlies,82,19780,0.457,11.3,,0.837,0.322,0.148,0.14,0.227,0.163,,0.476,0.607,0.408,0.398,0.383,0.358,,0.592,0.877,,0.059,364,,0.233,885.0,,0.228,0.433,2002,,,
15.0,Miami Heat,82,19930,0.425,12.3,,0.823,0.267,0.149,0.165,0.242,0.177,,0.442,0.574,0.372,0.375,0.387,0.342,,0.498,0.85,,0.043,221,,0.199,668.0,,0.182,0.317,2002,,,
16.0,Milwaukee Bucks,82,19905,0.441,12.3,,0.799,0.281,0.127,0.182,0.208,0.201,,0.461,0.597,0.408,0.383,0.378,0.358,,0.576,0.872,,0.041,255,,0.211,812.0,,0.254,0.357,2002,,,
17.0,Minnesota Timberwolves*,82,19805,0.445,12.3,,0.801,0.291,0.136,0.127,0.247,0.199,,0.463,0.608,0.371,0.393,0.38,0.372,,0.575,0.884,,0.054,335,,0.214,746.0,,0.267,0.408,2002,,,
18.0,New Jersey Nets*,82,19830,0.429,12.0,,0.824,0.298,0.133,0.154,0.239,0.176,,0.446,0.533,0.388,0.365,0.421,0.348,,0.504,0.804,,0.039,233,,0.229,765.0,,0.226,0.362,2002,,,
19.0,New York Knicks,82,19805,0.445,12.1,,0.809,0.286,0.152,0.158,0.212,0.191,,0.467,0.624,0.395,0.354,0.391,0.353,,0.555,0.869,,0.05,303,,0.209,783.0,,0.243,0.41,2002,,,
20.0,Orlando Magic*,82,19830,0.456,11.5,,0.83,0.314,0.136,0.159,0.221,0.17,,0.478,0.61,0.393,0.408,0.391,0.352,,0.574,0.914,,0.053,333,,0.225,856.0,,0.278,0.406,2002,,,
21.0,Philadelphia 76ers*,82,19730,0.426,12.7,,0.797,0.26,0.135,0.2,0.201,0.203,,0.451,0.571,0.396,0.373,0.409,0.331,,0.604,0.817,,0.041,227,,0.198,659.0,,0.172,0.392,2002,,,
22.0,Phoenix Suns,82,19830,0.444,11.7,,0.819,0.302,0.139,0.165,0.213,0.181,,0.463,0.587,0.393,0.382,0.394,0.358,,0.571,0.875,,0.052,310,,0.226,782.0,,0.234,0.36,2002,,,
23.0,Portland Trail Blazers*,82,19830,0.453,12.6,,0.803,0.274,0.143,0.128,0.257,0.197,,0.476,0.623,0.397,0.389,0.406,0.363,,0.621,0.865,,0.043,261,,0.204,759.0,,0.25,0.405,2002,,,
24.0,Sacramento Kings*,82,19755,0.44,12.1,,0.839,0.25,0.188,0.151,0.25,0.161,,0.46,0.621,0.416,0.398,0.368,0.337,,0.546,0.886,,0.044,283,,0.181,744.0,,0.251,0.38,2002,,,
25.0,San Antonio Spurs*,82,19855,0.426,11.8,,0.836,0.279,0.168,0.182,0.208,0.164,,0.443,0.582,0.358,0.386,0.374,0.338,,0.493,0.821,,0.037,221,,0.228,799.0,,0.223,0.356,2002,,,
26.0,Seattle SuperSonics*,82,19830,0.449,12.4,,0.792,0.274,0.161,0.128,0.23,0.208,,0.477,0.645,0.359,0.396,0.403,0.344,,0.57,0.869,,0.054,331,,0.197,766.0,,0.267,0.351,2002,,,
27.0,Toronto Raptors*,82,19755,0.441,11.9,,0.83,0.288,0.14,0.18,0.222,0.17,,0.461,0.572,0.411,0.411,0.388,0.346,,0.539,0.828,,0.041,239,,0.214,703.0,,0.229,0.39,2002,,,
28.0,Utah Jazz*,82,19830,0.447,12.6,,0.805,0.27,0.151,0.128,0.256,0.195,,0.462,0.623,0.358,0.375,0.398,0.383,,0.519,0.828,,0.049,287,,0.199,686.0,,0.234,0.433,2002,,,
29.0,Washington Wizards,82,19730,0.452,12.7,,0.818,0.234,0.17,0.163,0.251,0.182,,0.474,0.685,0.344,0.398,0.413,0.354,,0.577,0.848,,0.045,283,,0.183,751.0,,0.254,0.396,2002,,,
,League Average,82,19816,0.445,12.0,,0.819,0.287,0.148,0.153,0.23,0.181,,0.465,0.605,0.382,0.388,0.397,0.354,,0.564,0.856,,0.048,291,,0.214,783.0,,0.235,0.384,2002,,,
1.0,Atlanta Hawks,67,16280,0.478,13.2,,0.639,0.322,0.152,0.09,0.075,0.361,,0.542,0.673,0.389,0.442,0.413,0.363,,0.482,0.826,,0.069,369,,0.303,1017.0,,0.192,0.373,2020,,,
2.0,Boston Celtics*,72,17430,0.441,14.4,,0.601,0.25,0.186,0.087,0.078,0.399,,0.508,0.663,0.399,0.402,0.391,0.34,,0.479,0.818,,0.055,305,,0.275,895.0,,0.198,0.388,2020,,,
3.0,Brooklyn Nets*,72,17480,0.446,14.2,,0.625,0.241,0.173,0.117,0.094,0.375,,0.503,0.65,0.404,0.433,0.396,0.35,,0.451,0.777,,0.049,282,,0.252,901.0,,0.203,0.358,2020,,,
4.0,Chicago Bulls,65,15675,0.479,13.1,,0.617,0.344,0.147,0.071,0.055,0.383,,0.557,0.687,0.369,0.435,0.401,0.353,,0.564,0.847,,0.072,350,,0.31,957.0,,0.249,0.412,2020,,,
5.0,Charlotte Hornets,65,15750,0.476,13.7,,0.599,0.316,0.15,0.073,0.06,0.401,,0.558,0.681,0.408,0.47,0.398,0.352,,0.55,0.853,,0.069,351,,0.295,955.0,,0.25,0.38,2020,,,
6.0,Cleveland Cavaliers,65,15725,0.491,13.3,,0.631,0.33,0.148,0.079,0.075,0.369,,0.558,0.689,0.421,0.409,0.406,0.375,,0.514,0.803,,0.068,360,,0.281,989.0,,0.232,0.414,2020,,,
7.0,Dallas Mavericks*,75,18175,0.458,13.8,,0.619,0.274,0.177,0.092,0.076,0.381,,0.523,0.67,0.394,0.416,0.423,0.351,,0.48,0.79,,0.059,360,,0.268,989.0,,0.184,0.388,2020,,,
8.0,Denver Nuggets*,73,17745,0.463,13.7,,0.608,0.294,0.163,0.087,0.064,0.392,,0.53,0.678,0.397,0.402,0.365,0.358,,0.55,0.829,,0.069,391,,0.277,959.0,,0.238,0.403,2020,,,
9.0,Detroit Pistons,66,15965,0.48,13.1,,0.661,0.293,0.193,0.094,0.081,0.339,,0.541,0.685,0.415,0.469,0.409,0.361,,0.507,0.821,,0.067,342,,0.288,931.0,,0.216,0.415,2020,,,
10.0,Golden State Warriors,65,15725,0.476,14.2,,0.607,0.262,0.186,0.089,0.071,0.393,,0.533,0.693,0.4,0.421,0.428,0.389,,0.519,0.83,,0.066,338,,0.281,888.0,,0.211,0.452,2020,,,
11.0,Houston Rockets*,72,17380,0.462,13.7,,0.617,0.296,0.164,0.089,0.067,0.383,,0.532,0.69,0.386,0.377,0.402,0.349,,0.516,0.798,,0.054,333,,0.294,1108.0,,0.259,0.345,2020,,,
12.0,Indiana Pacers*,73,17620,0.446,13.8,,0.62,0.3,0.163,0.082,0.075,0.38,,0.511,0.625,0.418,0.403,0.376,0.341,,0.488,0.821,,0.058,337,,0.289,961.0,,0.203,0.349,2020,,,
13.0,Los Angeles Clippers*,72,17380,0.438,14.5,,0.605,0.26,0.158,0.1,0.087,0.395,,0.499,0.66,0.388,0.394,0.339,0.345,,0.513,0.795,,0.051,298,,0.249,864.0,,0.19,0.368,2020,,,
14.0,Los Angeles Lakers*,71,17090,0.448,14.0,,0.616,0.281,0.17,0.086,0.08,0.384,,0.51,0.656,0.377,0.396,0.404,0.349,,0.502,0.828,,0.064,342,,0.27,866.0,,0.198,0.39,2020,,,
15.0,Memphis Grizzlies,73,17570,0.45,14.1,,0.609,0.275,0.152,0.101,0.081,0.391,,0.504,0.634,0.391,0.412,0.39,0.365,,0.514,0.822,,0.052,300,,0.261,918.0,,0.21,0.418,2020,,,
16.0,Miami Heat*,73,17745,0.448,14.7,,0.565,0.257,0.159,0.082,0.068,0.435,,0.525,0.687,0.415,0.373,0.352,0.347,,0.535,0.826,,0.058,344,,0.242,875.0,,0.229,0.368,2020,,,
17.0,Milwaukee Bucks*,73,17595,0.414,15.4,,0.582,0.221,0.15,0.125,0.085,0.418,,0.457,0.601,0.334,0.397,0.387,0.355,,0.497,0.841,,0.042,245,,0.235,737.0,,0.202,0.386,2020,,,
18.0,Minnesota Timberwolves,64,15560,0.477,13.2,,0.647,0.305,0.163,0.097,0.082,0.353,,0.539,0.673,0.395,0.417,0.474,0.363,,0.488,0.777,,0.055,295,,0.309,993.0,,0.187,0.407,2020,,,
19.0,New Orleans Pelicans,72,17430,0.465,13.3,,0.631,0.319,0.161,0.082,0.07,0.369,,0.526,0.654,0.384,0.39,0.434,0.361,,0.488,0.785,,0.063,373,,0.306,1087.0,,0.209,0.422,2020,,,
20.0,New York Knicks,66,15965,0.463,14.3,,0.594,0.279,0.144,0.092,0.08,0.406,,0.52,0.666,0.377,0.418,0.383,0.381,,0.513,0.804,,0.063,324,,0.258,789.0,,0.201,0.415,2020,,,
21.0,Oklahoma City Thunder*,72,17430,0.455,13.9,,0.629,0.273,0.178,0.095,0.084,0.371,,0.523,0.667,0.407,0.429,0.406,0.34,,0.472,0.803,,0.055,317,,0.293,1013.0,,0.211,0.354,2020,,,
22.0,Orlando Magic*,73,17570,0.465,14.2,,0.613,0.26,0.172,0.1,0.082,0.387,,0.529,0.684,0.381,0.445,0.445,0.364,,0.509,0.848,,0.055,309,,0.273,935.0,,0.2,0.422,2020,,,
23.0,Philadelphia 76ers*,73,17595,0.463,13.5,,0.658,0.277,0.173,0.113,0.094,0.342,,0.52,0.692,0.392,0.4,0.395,0.353,,0.5,0.776,,0.063,352,,0.274,953.0,,0.159,0.383,2020,,,
24.0,Phoenix Suns,73,17595,0.472,13.4,,0.634,0.311,0.152,0.089,0.082,0.366,,0.535,0.66,0.418,0.401,0.421,0.363,,0.49,0.783,,0.06,353,,0.287,1017.0,,0.204,0.379,2020,,,
25.0,Portland Trail Blazers*,74,17835,0.456,13.7,,0.614,0.297,0.156,0.088,0.072,0.386,,0.501,0.618,0.381,0.395,0.411,0.383,,0.494,0.808,,0.057,346,,0.272,960.0,,0.214,0.405,2020,,,
26.0,Sacramento Kings,72,17455,0.471,14.1,,0.593,0.275,0.167,0.085,0.066,0.407,,0.549,0.708,0.402,0.436,0.399,0.357,,0.523,0.83,,0.058,325,,0.272,985.0,,0.223,0.378,2020,,,
27.0,San Antonio Spurs,71,17215,0.469,14.0,,0.611,0.282,0.158,0.094,0.076,0.389,,0.53,0.665,0.393,0.42,0.451,0.373,,0.507,0.831,,0.06,343,,0.271,945.0,,0.191,0.401,2020,,,
28.0,Toronto Raptors*,72,17380,0.428,14.7,,0.56,0.261,0.149,0.091,0.06,0.44,,0.499,0.624,0.385,0.409,0.379,0.337,,0.566,0.884,,0.046,251,,0.247,813.0,,0.308,0.365,2020,,,
29.0,Utah Jazz*,72,17355,0.457,13.8,,0.652,0.248,0.191,0.119,0.094,0.348,,0.512,0.673,0.398,0.44,0.409,0.353,,0.439,0.771,,0.048,283,,0.265,934.0,,0.167,0.389,2020,,,
30.0,Washington Wizards,72,17355,0.488,13.8,,0.625,0.274,0.182,0.088,0.08,0.375,,0.555,0.7,0.445,0.444,0.431,0.376,,0.495,0.806,,0.065,373,,0.291,1041.0,,0.181,0.424,2020,,,
,League Average,71,17069,0.46,13.9,,0.616,0.282,0.165,0.093,0.077,0.384,,0.524,0.667,0.396,0.416,0.404,0.358,,0.504,0.815,,0.059,330,,0.276,943.0,,0.211,0.39,2020,,,
1.0,Atlanta Hawks*,66,16165,0.444,12.6,,0.788,0.299,0.142,0.102,0.245,0.212,,0.47,0.627,0.385,0.353,0.377,0.344,,0.519,0.821,,0.043,200,,0.25,796.0,,0.251,0.358,2012,,,
2.0,Boston Celtics*,66,15940,0.419,12.0,,0.788,0.309,0.162,0.133,0.184,0.212,,0.449,0.599,0.354,0.352,0.353,0.308,,0.507,0.84,,0.051,253,,0.245,674.0,,0.273,0.308,2012,,,
3.0,Charlotte Bobcats,66,15890,0.475,11.4,,0.789,0.362,0.155,0.09,0.181,0.211,,0.506,0.637,0.394,0.393,0.4,0.356,,0.546,0.879,,0.069,329,,0.277,855.0,,0.276,0.413,2012,,,
4.0,Chicago Bulls*,66,15940,0.421,12.4,,0.827,0.285,0.164,0.115,0.263,0.173,,0.442,0.569,0.382,0.385,0.366,0.325,,0.503,0.82,,0.042,213,,0.239,665.0,,0.195,0.311,2012,,,
5.0,Cleveland Cavaliers,66,15965,0.467,12.3,,0.772,0.303,0.16,0.119,0.189,0.228,,0.498,0.652,0.4,0.396,0.398,0.362,,0.543,0.879,,0.05,249,,0.234,771.0,,0.275,0.382,2012,,,
6.0,Dallas Mavericks*,66,16065,0.435,13.0,,0.746,0.27,0.164,0.113,0.199,0.254,,0.466,0.654,0.336,0.367,0.375,0.346,,0.513,0.825,,0.055,274,,0.201,640.0,,0.229,0.355,2012,,,
7.0,Denver Nuggets*,66,16040,0.456,13.3,,0.733,0.282,0.14,0.096,0.214,0.267,,0.483,0.629,0.351,0.373,0.426,0.383,,0.531,0.842,,0.048,230,,0.226,743.0,,0.293,0.41,2012,,,
8.0,Detroit Pistons,66,15965,0.462,12.4,,0.784,0.31,0.146,0.103,0.224,0.216,,0.492,0.636,0.401,0.387,0.4,0.355,,0.58,0.848,,0.056,256,,0.235,707.0,,0.232,0.409,2012,,,
9.0,Golden State Warriors,66,15915,0.453,12.5,,0.764,0.285,0.188,0.111,0.181,0.236,,0.48,0.627,0.39,0.376,0.406,0.365,,0.564,0.859,,0.05,237,,0.218,693.0,,0.228,0.384,2012,,,
10.0,Houston Rockets,66,16065,0.456,12.2,,0.791,0.285,0.191,0.112,0.203,0.209,,0.491,0.669,0.378,0.395,0.399,0.325,,0.474,0.875,,0.054,274,,0.236,779.0,,0.279,0.338,2012,,,
11.0,Indiana Pacers*,66,15990,0.435,12.9,,0.763,0.277,0.162,0.115,0.209,0.237,,0.461,0.605,0.387,0.403,0.358,0.351,,0.495,0.837,,0.046,221,,0.225,668.0,,0.265,0.392,2012,,,
12.0,Los Angeles Clippers*,66,15965,0.447,13.2,,0.753,0.26,0.183,0.099,0.21,0.247,,0.474,0.65,0.409,0.389,0.353,0.365,,0.542,0.83,,0.054,251,,0.201,627.0,,0.247,0.429,2012,,,
13.0,Los Angeles Lakers*,66,16065,0.437,13.0,,0.777,0.26,0.167,0.116,0.234,0.223,,0.463,0.633,0.358,0.39,0.384,0.348,,0.52,0.858,,0.046,236,,0.204,702.0,,0.24,0.363,2012,,,
14.0,Memphis Grizzlies*,66,15940,0.444,12.5,,0.764,0.305,0.161,0.103,0.196,0.236,,0.474,0.624,0.374,0.408,0.359,0.345,,0.493,0.856,,0.053,242,,0.235,698.0,,0.275,0.402,2012,,,
15.0,Miami Heat*,66,16040,0.434,12.9,,0.75,0.289,0.146,0.12,0.195,0.25,,0.457,0.582,0.372,0.385,0.381,0.363,,0.492,0.854,,0.05,228,,0.222,610.0,,0.237,0.404,2012,,,
16.0,Milwaukee Bucks,66,15865,0.449,12.1,,0.771,0.31,0.153,0.123,0.186,0.229,,0.478,0.604,0.391,0.393,0.396,0.351,,0.526,0.856,,0.05,250,,0.236,719.0,,0.295,0.383,2012,,,
17.0,Minnesota Timberwolves,66,15940,0.455,12.6,,0.789,0.288,0.164,0.11,0.227,0.211,,0.486,0.643,0.397,0.397,0.393,0.34,,0.501,0.83,,0.051,251,,0.222,751.0,,0.244,0.323,2012,,,
18.0,New Jersey Nets,66,15890,0.472,12.4,,0.783,0.313,0.148,0.105,0.216,0.217,,0.5,0.643,0.441,0.384,0.389,0.374,,0.57,0.835,,0.062,296,,0.248,782.0,,0.291,0.403,2012,,,
19.0,New Orleans Hornets,66,15940,0.444,12.8,,0.741,0.287,0.171,0.101,0.183,0.259,,0.489,0.658,0.397,0.377,0.369,0.317,,0.533,0.887,,0.058,263,,0.225,708.0,,0.291,0.321,2012,,,
20.0,New York Knicks*,66,15940,0.442,12.7,,0.764,0.289,0.166,0.101,0.207,0.236,,0.468,0.635,0.341,0.38,0.38,0.359,,0.483,0.775,,0.047,233,,0.235,708.0,,0.25,0.413,2012,,,
21.0,Oklahoma City Thunder*,66,15990,0.427,12.0,,0.781,0.297,0.187,0.115,0.182,0.219,,0.451,0.614,0.328,0.352,0.375,0.342,,0.488,0.817,,0.05,237,,0.235,750.0,,0.295,0.366,2012,,,
22.0,Orlando Magic*,66,15965,0.449,13.1,,0.775,0.25,0.169,0.128,0.228,0.225,,0.478,0.639,0.396,0.401,0.406,0.347,,0.514,0.831,,0.039,185,,0.2,636.0,,0.246,0.386,2012,,,
23.0,Philadelphia 76ers*,66,15915,0.427,12.7,,0.798,0.243,0.19,0.134,0.231,0.202,,0.45,0.62,0.361,0.382,0.384,0.334,,0.52,0.846,,0.035,165,,0.197,606.0,,0.227,0.374,2012,,,
24.0,Phoenix Suns,66,15840,0.455,12.5,,0.795,0.25,0.209,0.113,0.223,0.205,,0.481,0.672,0.389,0.428,0.38,0.352,,0.514,0.837,,0.047,246,,0.195,668.0,,0.275,0.424,2012,,,
25.0,Portland Trail Blazers,66,15965,0.463,12.5,,0.772,0.298,0.16,0.099,0.215,0.228,,0.492,0.649,0.378,0.396,0.405,0.363,,0.499,0.853,,0.061,294,,0.23,734.0,,0.272,0.39,2012,,,
26.0,Sacramento Kings,66,15915,0.476,12.3,,0.78,0.281,0.199,0.104,0.197,0.22,,0.51,0.7,0.409,0.399,0.398,0.355,,0.534,0.866,,0.053,279,,0.23,854.0,,0.278,0.382,2012,,,
27.0,San Antonio Spurs*,66,15940,0.452,12.6,,0.79,0.259,0.178,0.135,0.219,0.21,,0.478,0.631,0.394,0.393,0.418,0.353,,0.459,0.794,,0.04,206,,0.215,681.0,,0.252,0.357,2012,,,
28.0,Toronto Raptors,66,15965,0.435,12.6,,0.761,0.295,0.163,0.099,0.204,0.239,,0.469,0.607,0.366,0.391,0.391,0.328,,0.538,0.848,,0.056,249,,0.221,633.0,,0.256,0.345,2012,,,
29.0,Utah Jazz*,66,16165,0.453,12.5,,0.763,0.269,0.209,0.092,0.193,0.237,,0.488,0.663,0.366,0.425,0.403,0.34,,0.507,0.825,,0.048,231,,0.221,725.0,,0.259,0.371,2012,,,
30.0,Washington Wizards,66,15865,0.453,12.5,,0.773,0.29,0.169,0.105,0.209,0.227,,0.483,0.662,0.313,0.402,0.411,0.35,,0.527,0.864,,0.048,246,,0.233,745.0,,0.287,0.364,2012,,,
,League Average,66,15968,0.448,12.6,,0.774,0.287,0.169,0.11,0.208,0.226,,0.477,0.634,0.378,0.388,0.388,0.349,,0.518,0.843,,0.05,244,,0.226,711.0,,0.261,0.376,2012,,,
1.0,Atlanta Hawks,82,19905,0.44,11.5,,0.8,0.312,0.161,0.141,0.187,0.2,,0.461,0.575,0.386,0.353,0.416,0.358,,0.553,0.886,,0.048,294,,0.24,840.0,,0.261,0.396,2004,,,
2.0,Boston Celtics*,82,19705,0.437,13.0,,0.768,0.276,0.129,0.126,0.238,0.232,,0.459,0.605,0.357,0.391,0.382,0.362,,0.593,0.892,,0.048,300,,0.213,737.0,,0.313,0.4,2004,,,
3.0,Chicago Bulls,82,19830,0.436,12.0,,0.813,0.313,0.117,0.148,0.235,0.187,,0.454,0.561,0.376,0.385,0.395,0.355,,0.612,0.897,,0.046,279,,0.24,795.0,,0.255,0.375,2004,,,
4.0,Cleveland Cavaliers,82,19855,0.437,11.5,,0.828,0.304,0.163,0.164,0.197,0.172,,0.451,0.575,0.33,0.392,0.408,0.371,,0.568,0.81,,0.047,293,,0.235,795.0,,0.293,0.391,2004,,,
5.0,Dallas Mavericks*,82,19805,0.459,11.9,,0.784,0.323,0.133,0.117,0.211,0.216,,0.486,0.631,0.401,0.361,0.385,0.363,,0.564,0.884,,0.053,337,,0.25,952.0,,0.287,0.382,2004,,,
6.0,Denver Nuggets*,82,19730,0.453,11.0,,0.841,0.332,0.158,0.116,0.236,0.159,,0.471,0.586,0.404,0.405,0.388,0.356,,0.611,0.84,,0.059,364,,0.243,848.0,,0.278,0.323,2004,,,
7.0,Detroit Pistons*,82,19780,0.413,12.0,,0.815,0.305,0.123,0.147,0.24,0.185,,0.438,0.544,0.387,0.377,0.367,0.302,,0.554,0.843,,0.041,220,,0.238,741.0,,0.26,0.349,2004,,,
8.0,Golden State Warriors,82,19855,0.445,12.0,,0.833,0.252,0.198,0.134,0.249,0.167,,0.459,0.641,0.363,0.366,0.399,0.374,,0.56,0.829,,0.039,237,,0.197,769.0,,0.254,0.363,2004,,,
9.0,Houston Rockets*,82,19930,0.412,12.9,,0.808,0.256,0.135,0.152,0.266,0.192,,0.421,0.543,0.393,0.365,0.349,0.372,,0.586,0.904,,0.035,200,,0.199,620.0,,0.264,0.398,2004,,,
10.0,Indiana Pacers*,82,19805,0.432,11.9,,0.836,0.285,0.158,0.158,0.235,0.164,,0.453,0.597,0.375,0.373,0.385,0.324,,0.586,0.842,,0.044,240,,0.216,701.0,,0.259,0.338,2004,,,
11.0,Los Angeles Clippers,82,19805,0.46,11.8,,0.812,0.312,0.135,0.149,0.217,0.188,,0.483,0.611,0.402,0.41,0.399,0.36,,0.563,0.876,,0.051,317,,0.236,863.0,,0.241,0.393,2004,,,
12.0,Los Angeles Lakers*,82,19855,0.44,12.5,,0.812,0.278,0.13,0.156,0.248,0.188,,0.464,0.625,0.394,0.362,0.383,0.337,,0.553,0.774,,0.048,312,,0.209,770.0,,0.214,0.375,2004,,,
13.0,Memphis Grizzlies*,82,19880,0.436,10.9,,0.833,0.356,0.144,0.125,0.208,0.167,,0.456,0.572,0.353,0.367,0.383,0.338,,0.554,0.799,,0.055,313,,0.273,904.0,,0.21,0.38,2004,,,
14.0,Miami Heat*,82,19755,0.428,12.7,,0.798,0.259,0.151,0.139,0.249,0.202,,0.45,0.594,0.391,0.375,0.378,0.343,,0.528,0.812,,0.038,222,,0.194,643.0,,0.223,0.407,2004,,,
15.0,Milwaukee Bucks*,82,19780,0.452,11.7,,0.807,0.315,0.135,0.161,0.196,0.193,,0.475,0.589,0.423,0.393,0.396,0.352,,0.573,0.862,,0.05,305,,0.242,861.0,,0.265,0.405,2004,,,
16.0,Minnesota Timberwolves*,82,19755,0.414,12.1,,0.822,0.284,0.139,0.146,0.253,0.178,,0.431,0.572,0.359,0.358,0.354,0.334,,0.578,0.871,,0.04,236,,0.217,725.0,,0.236,0.38,2004,,,
17.0,New Jersey Nets*,82,19705,0.427,12.4,,0.811,0.289,0.122,0.134,0.266,0.189,,0.445,0.568,0.37,0.378,0.381,0.35,,0.564,0.823,,0.04,233,,0.222,724.0,,0.241,0.354,2004,,,
18.0,New Orleans Hornets*,82,19830,0.441,12.0,,0.798,0.315,0.127,0.132,0.224,0.202,,0.467,0.58,0.4,0.391,0.39,0.341,,0.585,0.872,,0.048,288,,0.242,798.0,,0.295,0.367,2004,,,
19.0,New York Knicks*,82,19880,0.429,12.1,,0.811,0.284,0.147,0.149,0.23,0.189,,0.45,0.555,0.396,0.374,0.405,0.338,,0.555,0.867,,0.042,256,,0.22,691.0,,0.271,0.393,2004,,,
20.0,Orlando Magic,82,19830,0.466,11.6,,0.809,0.325,0.13,0.142,0.211,0.191,,0.487,0.639,0.413,0.349,0.391,0.377,,0.586,0.886,,0.062,396,,0.233,927.0,,0.279,0.388,2004,,,
21.0,Philadelphia 76ers,82,19855,0.432,12.3,,0.791,0.3,0.132,0.146,0.214,0.209,,0.458,0.592,0.393,0.366,0.373,0.333,,0.595,0.842,,0.046,273,,0.229,759.0,,0.25,0.386,2004,,,
22.0,Phoenix Suns,82,19730,0.446,12.2,,0.794,0.312,0.117,0.139,0.226,0.206,,0.471,0.619,0.391,0.357,0.379,0.349,,0.536,0.879,,0.054,328,,0.238,888.0,,0.292,0.377,2004,,,
23.0,Portland Trail Blazers,82,19980,0.45,11.7,,0.814,0.319,0.139,0.112,0.243,0.186,,0.475,0.569,0.398,0.422,0.418,0.341,,0.609,0.878,,0.055,313,,0.238,783.0,,0.293,0.377,2004,,,
24.0,Sacramento Kings*,82,19780,0.454,12.0,,0.826,0.264,0.181,0.138,0.243,0.174,,0.478,0.641,0.436,0.39,0.382,0.339,,0.509,0.861,,0.044,281,,0.198,802.0,,0.271,0.38,2004,,,
25.0,San Antonio Spurs*,82,19755,0.409,11.3,,0.851,0.27,0.216,0.169,0.196,0.149,,0.423,0.568,0.344,0.359,0.367,0.327,,0.507,0.814,,0.038,206,,0.23,737.0,,0.228,0.401,2004,,,
26.0,Seattle SuperSonics,82,19805,0.45,12.2,,0.789,0.29,0.157,0.118,0.224,0.211,,0.477,0.641,0.343,0.386,0.406,0.349,,0.522,0.874,,0.047,282,,0.215,844.0,,0.261,0.368,2004,,,
27.0,Toronto Raptors,82,19980,0.428,11.0,,0.86,0.319,0.162,0.16,0.219,0.14,,0.447,0.554,0.403,0.36,0.388,0.307,,0.527,0.832,,0.045,249,,0.226,689.0,,0.226,0.393,2004,,,
28.0,Utah Jazz,82,19780,0.432,12.5,,0.794,0.277,0.154,0.12,0.243,0.206,,0.455,0.563,0.387,0.377,0.415,0.343,,0.546,0.887,,0.043,234,,0.21,604.0,,0.216,0.368,2004,,,
29.0,Washington Wizards,82,19830,0.454,12.2,,0.816,0.281,0.158,0.14,0.238,0.184,,0.479,0.659,0.331,0.416,0.403,0.342,,0.607,0.861,,0.05,323,,0.217,877.0,,0.281,0.351,2004,,,
,League Average,82,19820,0.439,12.0,,0.813,0.297,0.147,0.141,0.229,0.187,,0.46,0.592,0.382,0.377,0.388,0.347,,0.565,0.857,,0.047,280,,0.226,782.0,,0.261,0.378,2004,,,
1.0,Atlanta Hawks,82,19705,0.469,13.7,,0.646,0.271,0.127,0.116,0.132,0.354,,0.52,0.648,0.43,0.438,0.416,0.377,,0.548,0.872,,0.051,318,,0.259,1024.0,,0.216,0.381,2018,,,
2.0,Boston Celtics*,82,19805,0.44,13.1,,0.674,0.286,0.162,0.103,0.124,0.326,,0.488,0.651,0.365,0.361,0.379,0.339,,0.485,0.818,,0.046,294,,0.286,1094.0,,0.181,0.417,2018,,,
3.0,Brooklyn Nets,82,19855,0.466,12.6,,0.726,0.26,0.185,0.135,0.146,0.274,,0.503,0.632,0.43,0.432,0.43,0.369,,0.45,0.78,,0.043,275,,0.277,1080.0,,0.186,0.401,2018,,,
4.0,Chicago Bulls,82,19855,0.472,13.7,,0.624,0.292,0.122,0.09,0.119,0.376,,0.534,0.681,0.394,0.425,0.401,0.37,,0.535,0.864,,0.051,330,,0.264,1110.0,,0.213,0.393,2018,,,
5.0,Charlotte Hornets,82,19780,0.468,13.7,,0.657,0.262,0.144,0.116,0.134,0.343,,0.516,0.683,0.395,0.436,0.393,0.375,,0.507,0.853,,0.049,314,,0.258,1064.0,,0.194,0.418,2018,,,
